2.000000000000000284e+02,0.000000000000000000e+00,3.162277660168379612e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.154434690031883370e-01,0.000000000000000000e+00,-NAN,-NAN,nan
2.000000000000000284e+02,0.000000000000000000e+00,3.162277660168379612e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.593813663804625858e-01,0.000000000000000000e+00,-NAN,-NAN,nan
2.000000000000000284e+02,0.000000000000000000e+00,3.162277660168379612e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.994842503189409255e-01,0.000000000000000000e+00,NAN,NAN,nan
2.000000000000000284e+02,0.000000000000000000e+00,3.162277660168379612e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-NAN,-NAN,nan
2.000000000000000284e+02,0.000000000000000000e+00,3.976353643835253138e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-02,0.000000000000000000e+00,NAN,NAN,nan
2.000000000000000284e+02,0.000000000000000000e+00,3.976353643835253138e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.668100537200059227e-02,0.000000000000000000e+00,NAN,NAN,nan
2.000000000000000284e+02,0.000000000000000000e+00,3.976353643835253138e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.782559402207124277e-02,0.000000000000000000e+00,-NAN,-NAN,nan
2.000000000000000284e+02,0.000000000000000000e+00,3.976353643835253138e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.641588833612777382e-02,0.000000000000000000e+00,-NAN,-NAN,nan
2.000000000000000284e+02,0.000000000000000000e+00,3.976353643835253138e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.742636826811269413e-02,0.000000000000000000e+00,-NAN,-NAN,nan
2.000000000000000284e+02,0.000000000000000000e+00,3.976353643835253138e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.291549665014883885e-01,0.000000000000000000e+00,-NAN,-NAN,nan
