2.495727295601459446e+03,0.000000000000000000e+00,2.488136140526536110e+03,0.000000000000000000e+00,-4.102620125443547094e-02,3.122118947578446488e-04,-1.040642911175944200e-03,1.019766756127142799e+03,0.000000000000000000e+00,4.37E+03,1.71E+05,175370.0
1.440503348381076194e+03,0.000000000000000000e+00,6.863741272460786149e+02,0.000000000000000000e+00,2.775519829302337902e-03,3.882924229379907666e-01,2.638409087897181267e-03,1.647485808173057649e+02,0.000000000000000000e+00,2.98E-01,4.64E+02,464.298
2.135076186127567780e+03,0.000000000000000000e+00,7.188515517806600883e+02,0.000000000000000000e+00,2.534780713555943032e-01,-8.759801185385370035e-04,1.668100537200059227e-02,6.511504846467020116e+02,0.000000000000000000e+00,1.10E+00,1.58E+01,16.900000000000002
2.789492219099591694e+03,0.000000000000000000e+00,2.652034042148681237e+03,0.000000000000000000e+00,8.655531263517102615e-04,4.616006658852638000e-02,-8.209022180998896967e-02,1.728716480777499100e+03,0.000000000000000000e+00,5.25E+00,1.52E+01,20.45
1.639465987564728266e+03,0.000000000000000000e+00,1.163454400531783676e+03,0.000000000000000000e+00,-2.337420634828548949e-01,5.211607461218499202e-03,2.123404352707900303e-02,1.538575143397946022e+03,0.000000000000000000e+00,7.05E-01,2.57E+01,26.404999999999998
1.262515190776908639e+03,0.000000000000000000e+00,6.894558758125128861e+02,0.000000000000000000e+00,-7.085737160481614394e-01,-1.225205170424985626e-02,-1.880301197971937996e-02,3.708146772746683837e+03,0.000000000000000000e+00,2.78E-03,1.15E+01,11.50278
2.572002446315064390e+03,0.000000000000000000e+00,1.399789098560278035e+03,0.000000000000000000e+00,6.881510365405732119e-04,-3.809413230471342198e-04,-1.374718640047989729e-02,2.413449766361790694e+02,0.000000000000000000e+00,3.29E+03,2.88E+02,3578.0
2.735045997010971405e+03,0.000000000000000000e+00,1.988463769506797917e+03,0.000000000000000000e+00,1.999079580056480185e-04,2.030629836476624832e-04,-2.261181551798085165e-01,1.057553702971983284e+03,0.000000000000000000e+00,2.01E+01,3.07E+00,23.17
2.619445179692649162e+03,0.000000000000000000e+00,1.631260686561183547e+03,0.000000000000000000e+00,1.604798619396347742e-02,-1.035384144699270648e-01,6.953191945610572543e-03,2.719214355501518412e+02,0.000000000000000000e+00,1.15E+01,4.00E+02,411.5
2.872685690952278037e+03,0.000000000000000000e+00,2.204275401109722679e+03,0.000000000000000000e+00,-3.651373384820549091e-04,4.444928572338204681e-02,-1.053906978507915363e-04,1.677731552570773601e+03,0.000000000000000000e+00,7.01E+00,9.29E+04,92907.01
2.467268776965403504e+03,0.000000000000000000e+00,1.261610575105559974e+03,0.000000000000000000e+00,-2.075064990108675678e-02,3.802401790590913982e-04,3.470196244114119866e-01,3.862412784001280102e+02,0.000000000000000000e+00,1.87E+03,6.06E+00,1876.06
2.319772430381093272e+03,0.000000000000000000e+00,1.006446362441833458e+03,0.000000000000000000e+00,-1.125136258710666683e-04,3.994479034135990647e-02,-7.915709525641725182e-04,2.069338715809265068e+02,0.000000000000000000e+00,5.71E+01,9.14E+03,9197.1
2.392384184687824472e+03,0.000000000000000000e+00,1.701116002831658989e+03,0.000000000000000000e+00,-3.850867323610893123e-01,1.957172761407642092e-04,3.076442517897233866e-04,2.049420910791783683e+02,0.000000000000000000e+00,1.86E+00,1.43E+05,143001.86
1.909202007880171550e+03,0.000000000000000000e+00,6.572457113265558064e+02,0.000000000000000000e+00,3.370953604869894940e-03,-1.242251188561237230e-02,-2.917067607316851507e-03,2.207671206664209876e+03,0.000000000000000000e+00,1.78E-01,3.53E+02,353.178
1.259803287820412379e+03,0.000000000000000000e+00,7.715769817605441858e+02,0.000000000000000000e+00,3.863302328774394310e-03,5.989323039447170746e-03,1.031813866727028495e-04,3.674146894434092701e+03,0.000000000000000000e+00,3.13E-03,2.18E+05,218000.00313
7.841214324810948710e+02,0.000000000000000000e+00,7.401578481585153213e+02,0.000000000000000000e+00,2.569454810685308996e-02,-3.298768472340111169e-01,-1.189618038131807880e-02,5.314624034934803376e+02,0.000000000000000000e+00,1.32E-01,3.70E+00,3.8320000000000003
