1.000000000000000000e+00,9.999999999999999547e-08,nan
1.000000000000000000e+00,1.031389768378722200e-07,nan
1.000000000000000000e+00,1.063764854316314180e-07,nan
1.000000000000000000e+00,1.097156186702726082e-07,nan
1.000000000000000000e+00,1.131595665278606652e-07,nan
1.000000000000000000e+00,1.167116191110068184e-07,nan
1.000000000000000000e+00,1.203751698020069739e-07,nan
1.000000000000000000e+00,1.241537185006410443e-07,nan
1.000000000000000000e+00,1.280508749677332422e-07,nan
1.000000000000000000e+00,1.320703622736631173e-07,nan
1.000000000000000000e+00,1.362160203551273247e-07,nan
1.000000000000000000e+00,1.404918096835460662e-07,nan
1.000000000000000000e+00,1.449018150486197971e-07,nan
1.000000000000000000e+00,1.494502494606523914e-07,nan
1.000000000000000000e+00,1.541414581753645372e-07,nan
1.000000000000000000e+00,1.589799228450477070e-07,nan
1.000000000000000000e+00,1.639702658000205411e-07,nan
1.000000000000000000e+00,1.691172544644806940e-07,nan
1.000000000000000000e+00,1.744258059109661574e-07,nan
1.000000000000000000e+00,1.799009915577833300e-07,nan
1.000000000000000000e+00,1.855480420138842018e-07,nan
1.000000000000000000e+00,1.913723520758254442e-07,nan
1.000000000000000000e+00,1.973794858815768790e-07,nan
1.000000000000000000e+00,2.035751822261108328e-07,nan
1.000000000000000000e+00,2.099653600438441691e-07,nan
1.000000000000000000e+00,2.165561240631754463e-07,nan
1.000000000000000000e+00,2.233537706385123505e-07,nan
1.000000000000000000e+00,2.303647937653694705e-07,nan
1.000000000000000000e+00,2.375958912842765197e-07,nan
1.000000000000000000e+00,2.450539712794255210e-07,nan
1.000000000000000000e+00,2.527461586781727168e-07,nan
1.000000000000000000e+00,2.606798020576923127e-07,nan
1.000000000000000000e+00,2.688624806652943884e-07,nan
1.000000000000000000e+00,2.773020116591061055e-07,nan
1.000000000000000000e+00,2.860064575760391193e-07,nan
1.000000000000000000e+00,2.949841340341698113e-07,nan
1.000000000000000000e+00,3.042436176769003660e-07,nan
1.000000000000000000e+00,3.137937543664827459e-07,nan
1.000000000000000000e+00,3.236436676347355930e-07,nan
1.000000000000000000e+00,3.338027673990300910e-07,nan
1.000000000000000000e+00,3.442807589518621219e-07,nan
1.000000000000000000e+00,3.550876522326117558e-07,nan
1.000000000000000000e+00,3.662337713903369081e-07,nan
1.000000000000000000e+00,3.777297646467454679e-07,nan
1.000000000000000000e+00,3.895866144687560624e-07,nan
1.000000000000000000e+00,4.018156480603808197e-07,nan
1.000000000000000000e+00,4.144285481839423230e-07,nan
1.000000000000000000e+00,4.274373643209654947e-07,nan
1.000000000000000000e+00,4.408545241834120474e-07,nan
1.000000000000000000e+00,4.546928455862411386e-07,nan
1.000000000000000000e+00,4.689655486926553099e-07,nan
1.000000000000000000e+00,4.836862686437170616e-07,nan
1.000000000000000000e+00,4.988690685844117852e-07,nan
1.000000000000000000e+00,5.145284530985853066e-07,nan
1.000000000000000000e+00,5.306793820656121444e-07,nan
1.000000000000000000e+00,5.473372849520139699e-07,nan
1.000000000000000000e+00,5.645180755516962560e-07,nan
1.000000000000000000e+00,5.822381671888659794e-07,nan
1.000000000000000000e+00,6.005144883981762620e-07,nan
1.000000000000000000e+00,6.193644990970605758e-07,nan
1.000000000000000000e+00,6.388062072657205810e-07,nan
1.000000000000000000e+00,6.588581861506814396e-07,nan
1.000000000000000000e+00,6.795395920083763728e-07,nan
1.000000000000000000e+00,7.008701824056906392e-07,nan
1.000000000000000000e+00,7.228703350949565868e-07,nan
1.000000000000000000e+00,7.455610674814365003e-07,nan
1.000000000000000000e+00,7.689640567018716377e-07,nan
1.000000000000000000e+00,7.931016603333059438e-07,nan
1.000000000000000000e+00,8.179969377519467745e-07,nan
1.000000000000000000e+00,8.436736721624843874e-07,nan
1.000000000000000000e+00,8.701563933188906954e-07,nan
1.000000000000000000e+00,8.974704009584349031e-07,nan
1.000000000000000000e+00,9.256417889712790716e-07,nan
1.000000000000000000e+00,9.546974703287515656e-07,nan
1.000000000000000000e+00,9.846652027941230884e-07,nan
1.000000000000000000e+00,1.015573615440418134e-06,nan
1.000000000000000000e+00,1.047452236000634306e-06,nan
1.000000000000000000e+00,1.080331519076466473e-06,nan
1.000000000000000000e+00,1.114242875232509965e-06,nan
1.000000000000000000e+00,1.149218701003699750e-06,nan
1.000000000000000000e+00,1.185292409844701911e-06,nan
1.000000000000000000e+00,1.222498464050784372e-06,nan
1.000000000000000000e+00,1.260872407680679525e-06,nan
