1.063347114526456920e+02,0.000000000000000000e+00,7.994802817964369979e+01,0.000000000000000000e+00,1.470675141423751497e-01,7.582073302229723824e-03,3.161185527560564368e-02,3.916149709011916684e+02,0.000000000000000000e+00,7.65E-06,1.79E-01,0.17900765
6.614746828798304250e+02,0.000000000000000000e+00,9.752682023863380323e+01,0.000000000000000000e+00,2.211742042623624227e-01,8.865327207691090991e-04,1.739498435194362501e-04,6.483076975153965577e+03,0.000000000000000000e+00,6.24E-06,2.50E+03,2500.00000624
2.752554781377037898e+02,0.000000000000000000e+00,1.271527482009106791e+02,0.000000000000000000e+00,1.059015923462466174e-03,3.902645790573852202e-03,1.360233170619796800e-04,3.885607653471786875e+02,0.000000000000000000e+00,2.04E-03,5.13E+03,5130.00204
1.419107923215879282e+03,0.000000000000000000e+00,1.951558491014788785e+02,0.000000000000000000e+00,1.149756995397735633e-02,3.325463498475426244e-02,4.493298353164934533e-03,1.965302211875130638e+02,0.000000000000000000e+00,2.32E+01,1.43E+01,37.5
1.811514254317673704e+03,0.000000000000000000e+00,1.277011490646694938e+02,0.000000000000000000e+00,1.181155919254742725e-01,5.791302865125157462e-01,4.776039465285475405e-02,7.344912030791127108e+03,0.000000000000000000e+00,1.31E-03,7.70E-02,0.07831
9.391958468445072867e+02,0.000000000000000000e+00,1.600424453033768089e+02,0.000000000000000000e+00,1.133458022068500404e-04,1.913498749833086876e-02,3.890084148634611050e-01,3.576476251043861225e+02,0.000000000000000000e+00,3.17E+00,2.67E-03,3.17267
1.339270041327915351e+03,0.000000000000000000e+00,1.195619794124281725e+03,0.000000000000000000e+00,1.140790039428131068e-04,9.922009989889188711e-03,7.280919319475091626e-03,1.330798832645607490e+03,0.000000000000000000e+00,3.07E-01,2.31E+02,231.307
2.503898875028790769e+02,0.000000000000000000e+00,7.691061279779314930e+01,0.000000000000000000e+00,9.096951715625333553e-04,1.893336131218544731e-04,1.650523690105063738e-04,2.557059148920302050e+03,0.000000000000000000e+00,7.90E-07,7.26E+03,7260.00000079
9.414031505238692716e+02,0.000000000000000000e+00,2.926930887877662144e+02,0.000000000000000000e+00,4.648006499478668702e-04,3.881136309613714749e-03,2.226049172429760969e-01,4.548474733547670894e+02,0.000000000000000000e+00,1.33E+00,4.01E-02,1.3701
2.999970949901482413e+02,0.000000000000000000e+00,7.207431923615973801e+01,0.000000000000000000e+00,2.954929030200620452e-03,4.333748320605298391e-04,8.528901313874018546e-04,1.093462466690930057e+02,0.000000000000000000e+00,4.10E-01,8.29E+02,829.41
2.142008068019846405e+02,0.000000000000000000e+00,1.963813296086132141e+02,0.000000000000000000e+00,1.046410214125031730e-03,1.476783841152113199e-03,5.538272715226672492e-03,1.333559818386501377e+02,0.000000000000000000e+00,5.74E-02,1.18E+01,11.8574
7.603308425643234614e+02,0.000000000000000000e+00,1.655837430503232213e+02,0.000000000000000000e+00,1.045206062728074248e-04,2.278955125123128915e-03,1.793599080211454337e-03,2.281055297396434980e+03,0.000000000000000000e+00,8.03E-04,6.24E+01,62.400802999999996
1.662328441939798438e+02,0.000000000000000000e+00,5.889859421926760774e+01,0.000000000000000000e+00,1.163875672667650796e-01,7.850358481076289471e-04,5.461019500908691595e-04,2.140587836534265534e+03,0.000000000000000000e+00,1.40E-07,3.64E-01,0.36400013999999997
